Bowler,Innings,Overs,Runs,Wickets,Econ,Avg,SR,5W,BBI,Initial_Q,MakeItRelative,Remove_outliers,Semi_final_Q,Quantifier
SP Narine,20,80,559,23,7,24.3,20.9,0,27-Mar,0.041144902,40.80202748,40.80202748,90.80202748,0.534129573
SR Watson,19,56,496,19,8.9,26.1,17.7,0,Apr-44,0.038306452,37.98723123,37.98723123,79.29157906,0.466421053
Sohail Khan,9,31.3,240,16,7.6,15,11.8,0,23-Mar,0.066666667,66.1111112,66.1111112,100.8937199,0.59349247
B Kumar,6,24,137,15,5.7,9.1,9.6,1,19-May,0.109489051,108.5766425,0,42.60869565,0.250639386
Wahab Riaz,9,33,202,15,6.1,13.5,13.2,0,24-Mar,0.074257426,73.63861396,73.63861396,106.2473096,0.624984174
SM Boland,8,30.1,253,14,8.4,18.1,12.9,0,30-Apr,0.055335968,54.87483538,54.87483538,85.30961799,0.501821282
NLTC Perera,10,32.1,292,13,9.1,22.5,14.8,0,25-Apr,0.044520548,44.14954344,44.14954344,72.410413,0.425943606
AJ Tye,10,38.2,285,13,7.4,21.9,17.7,1,17-May,0.045614035,45.23391819,45.23391819,83.49478775,0.49114581
Rumman Raees,7,26.1,162,12,6.2,13.5,13.1,0,25-Apr,0.074074074,73.45679022,73.45679022,99.54374674,0.585551451
CH Morris,5,18,119,12,6.6,9.9,9,0,26-Apr,0.100840336,100.0000001,100.0000001,126.0869567,0.74168798
Mohammad Sami,9,31,217,12,7,18.1,15.5,0,26-Mar,0.055299539,54.83870975,54.83870975,80.92566627,0.476033331
Usama Mir,8,27.5,228,12,8.2,19,13.9,0,24-Mar,0.052631579,52.19298253,52.19298253,78.27993905,0.46047023
Hasan Ali,10,36.3,260,12,7.1,21.7,18.2,0,23-Mar,0.046153846,45.76923083,45.76923083,71.85618735,0.422683455
PJ Cummins,8,31.1,254,11,8.1,23.1,17,0,23-Feb,0.043307087,42.94619428,42.94619428,66.85923776,0.393289634
SA Abbott,6,22,212,11,9.6,19.3,12,0,Apr-40,0.051886792,51.45440258,51.45440258,75.36744606,0.443337918
CJ Jordan,8,26,185,11,7.1,16.8,14.2,0,24-Mar,0.059459459,58.96396404,58.96396404,82.87700752,0.487511809
TS Mills,11,41.5,317,11,7.6,28.8,22.8,0,20-Mar,0.034700315,34.41114621,34.41114621,58.32418969,0.343083469
Sohail Tanvir,8,29.5,251,10,8.4,25.1,17.9,0,24-Feb,0.039840637,39.50863219,39.50863219,61.24776263,0.360280957
IS Sodhi,3,11.3,70,10,6.1,7,6.9,1,11-Jun,0.142857143,141.6666669,0,31.73913043,0.186700767
Mohammad Amir,10,36.2,268,10,7.4,26.8,21.8,0,7-Mar,0.037313433,37.00248761,37.00248761,58.74161805,0.34553893
MJ Swepson,6,24,148,10,6.2,14.8,14.4,0,14-Feb,0.067567568,67.00450459,67.00450459,88.74363503,0.522021383
Mohammad Nawaz (3),10,33,264,10,8,26.4,19.8,0,Mar-51,0.037878788,37.56313136,37.56313136,59.3022618,0.348836834
DT Christian,7,24,183,9,7.6,20.3,16,1,14-May,0.049180328,48.77049187,48.77049187,78.33570926,0.46079829
BW Hilfenhaus,8,27,211,9,7.8,23.4,18,0,15-Feb,0.042654028,42.29857826,42.29857826,61.86379565,0.36390468
Yasir Shah,8,28,169,9,6,18.8,18.7,0,7-Apr,0.053254438,52.81065096,52.81065096,72.37586835,0.425740402
Hasan Khan,10,32.5,228,9,6.9,25.3,21.9,0,10-Feb,0.039473684,39.14473689,39.14473689,58.70995429,0.345352672
MJ McClenaghan,6,24,219,9,9.1,24.3,16,0,20-Feb,0.04109589,40.75342471,40.75342471,60.3186421,0.354815542
Rashid Khan,6,24,178,9,7.4,19.8,16,0,19-Mar,0.050561798,50.14044951,50.14044951,69.7056669,0.410033335
Shadab Khan,8,26,172,9,6.6,19.1,17.3,0,13-Mar,0.052325581,51.88953495,51.88953495,71.45475234,0.420322073
TT Bresnan,5,19,138,9,7.3,15.3,12.7,0,Mar-40,0.065217391,64.67391313,64.67391313,84.23913052,0.495524297
MG Johnson,7,26,137,9,5.3,15.2,17.3,0,3-Mar,0.065693431,65.14598549,65.14598549,84.71120288,0.498301193
JA Richardson,6,19,154,9,8.1,17.1,12.7,0,30-Mar,0.058441558,57.95454553,57.95454553,77.51976292,0.455998605
MT Steketee,6,23,186,9,8.1,20.7,15.3,0,20-Feb,0.048387097,47.98387103,47.98387103,67.54908842,0.397347579
Mohammad Asghar,7,17,145,8,8.5,18.1,12.8,0,16-Mar,0.055172414,54.71264375,54.71264375,72.1039481,0.424140871
Imran Tahir,5,20,161,8,8,20.1,15,0,28-Mar,0.049689441,49.27536238,49.27536238,66.66666673,0.392156863
Imad Wasim,10,29,191,8,6.6,23.9,21.8,0,18-Mar,0.041884817,41.53577667,41.53577667,58.92708102,0.346629888
Mohammad Irfan,8,30,210,7,7,30,25.7,0,7-Feb,0.033333333,33.0555556,33.0555556,48.2729469,0.283958511
S Badree,5,19,137,7,7.2,19.6,16.3,0,9-Apr,0.051094891,50.66909982,50.66909982,65.88649113,0.387567595
YS Chahal,6,19.3,143,7,7.3,20.4,16.7,0,31-Mar,0.048951049,48.54312361,48.54312361,63.76051491,0.375061852
NM Lyon,5,17,113,7,6.6,16.1,14.6,0,23-Apr,0.061946903,61.43067855,61.43067855,76.64806985,0.450870999
Z Khan,5,19,154,7,8.1,22,16.3,0,20-Mar,0.045454545,45.07575764,45.07575764,60.29314894,0.354665582
Mahmudullah,5,14.2,111,7,7.7,15.9,12.3,0,21-Mar,0.063063063,62.53753762,62.53753762,77.75492893,0.457381935
A Zampa,6,22,153,7,7,21.9,18.9,0,19-Mar,0.045751634,45.37037043,45.37037043,60.58776174,0.356398598
Mohammad Hafeez,6,15,97,7,6.5,13.9,12.9,0,7-Feb,0.072164948,71.56357398,71.56357398,86.78096528,0.510476266
B Laughlin,5,15,87,7,5.8,12.4,12.9,0,19-Mar,0.08045977,79.78927214,79.78927214,95.00666344,0.558862726
Mohammad Irfan (4),7,20,185,7,9.2,26.4,17.1,0,26-Mar,0.037837838,37.52252257,37.52252257,52.73991388,0.310234788
BJ Dwarshuis,6,21,180,7,8.6,25.7,18,0,25-Mar,0.038888889,38.56481487,38.56481487,53.78220617,0.316365919
AR Patel,6,22,161,6,7.3,26.8,22,0,Feb-33,0.037267081,36.95652179,36.95652179,50.00000005,0.294117647
Kuldeep Yadav,5,19,145,6,7.6,24.2,19,0,25-Feb,0.04137931,41.03448281,41.03448281,54.07796107,0.318105653
BCJ Cutting,10,33.3,336,6,10,56,33.5,0,Feb-44,0.017857143,17.70833336,17.70833336,30.75181162,0.18089301
Usman Khan,8,26,198,6,7.6,33,26,0,Mar-32,0.03030303,30.05050509,30.05050509,43.09398335,0.25349402
GB Hogg,6,24,178,6,7.4,29.7,24,0,22-Mar,0.033707865,33.42696634,33.42696634,46.4704446,0.273355556
CR Woakes,6,19.5,199,6,10,33.2,19.8,0,Feb-49,0.030150754,29.89949753,29.89949753,42.94297579,0.25260574
Zulfiqar Babar,8,32,210,6,6.6,35,32,0,17-Feb,0.028571429,28.33333337,28.33333337,41.37681163,0.24339301
Anwar Ali,9,30,280,6,9.3,46.7,30,0,Feb-30,0.021428571,21.25000003,21.25000003,34.29347829,0.201726343
Fawad Ahmed,5,18,124,6,6.9,20.7,18,0,14-Apr,0.048387097,47.98387103,47.98387103,61.02734929,0.358984408
UT Yadav,4,13,130,6,10,21.7,13,0,Apr-33,0.046153846,45.76923083,45.76923083,58.81270909,0.345957112
CR Brathwaite,4,13,114,6,8.8,19,13,0,21-Mar,0.052631579,52.19298253,52.19298253,65.23646079,0.383743887
MA Beer,8,29.5,218,6,7.3,36.3,29.8,0,Mar-32,0.027522936,27.29357802,27.29357802,40.33705628,0.237276802
KH Pandya,6,18,125,5,6.9,25,21.6,0,24-Mar,0.04,39.66666672,39.66666672,50.53623194,0.297271953
A Nehra,4,16,150,5,9.4,30,19.2,0,Feb-42,0.033333333,33.0555556,33.0555556,43.92512082,0.258383064
MP Stoinis,10,26.3,230,5,8.7,46,31.8,0,15-Jan,0.02173913,21.55797104,21.55797104,32.42753626,0.190750213
VR Aaron,3,10,89,5,8.9,17.8,12,0,21-Feb,0.056179775,55.71161056,55.71161056,66.58117578,0.391653975
B Stanlake,4,16,126,5,7.9,25.2,19.2,0,Feb-29,0.03968254,39.3518519,39.3518519,50.22141712,0.295420101
JJ Bumrah,6,24,206,5,8.6,41.2,28.8,0,24-Mar,0.024271845,24.06957932,24.06957932,34.93914454,0.20552438
A Mishra,5,13.5,118,5,8.5,23.6,16.6,0,11-Mar,0.042372881,42.01977407,42.01977407,52.88933928,0.31111376
Shakib Al Hasan,5,15,108,5,7.2,21.6,18,0,14-Feb,0.046296296,45.91049389,45.91049389,56.78005911,0.334000348
Sandeep Sharma,6,22,202,5,9.2,40.4,26.4,0,Feb-33,0.024752475,24.54620465,24.54620465,35.41576987,0.208328058
JD Wildermuth,6,19.5,175,5,8.8,35,23.8,0,16-Jan,0.028571429,28.33333337,28.33333337,39.20289859,0.230605286
NM Coulter-Nile,2,7.2,63,5,8.6,12.6,8.8,0,22-Mar,0.079365079,78.70370381,78.70370381,89.57326903,0.526901583
SCJ Broad,5,19.5,149,5,7.5,29.8,23.8,0,Feb-37,0.033557047,33.27740497,33.27740497,44.14697018,0.25968806
MM Sharma,6,21.3,201,4,9.3,50.2,32.2,0,25-Feb,0.019900498,19.73466006,19.73466006,28.43031223,0.167237131
Aamer Yamin,3,12,84,4,7,21,18,0,17-Mar,0.047619048,47.22222229,47.22222229,55.91787446,0.328928673
SL Malinga,4,16,175,4,10.9,43.8,24,0,Feb-36,0.022857143,22.6666667,22.6666667,31.36231887,0.184484229
KA Pollard,6,12,144,4,12,36,18,0,30-Mar,0.027777778,27.54629633,27.54629633,36.24194851,0.213187932
JL Pattinson,5,15.3,194,4,12.5,48.5,23.2,0,Mar-44,0.020618557,20.44673542,20.44673542,29.1423876,0.171425809
P Negi,5,11,71,4,6.5,17.8,16.5,0,3-Feb,0.056338028,55.86854468,55.86854468,64.56419685,0.379789393
S Nadeem,3,10,49,4,4.9,12.2,15,0,13-Feb,0.081632653,80.95238106,80.95238106,89.64803323,0.527341372
ND Buchanan,3,9,92,4,10.2,23,13.5,0,Feb-42,0.043478261,43.11594209,43.11594209,51.81159426,0.304774084
CJ Green,5,18,113,4,6.3,28.2,27,0,26-Feb,0.03539823,35.10324488,35.10324488,43.79889706,0.257640571
TLW Cooper,6,12,105,4,8.8,26.2,18,0,12-Feb,0.038095238,37.77777783,37.77777783,46.47343,0.273373118
GD Elliott,7,12,115,4,9.6,28.8,18,0,23-Apr,0.034782609,34.49275367,34.49275367,43.18840584,0.254049446
BA Stokes,5,19,145,4,7.6,36.2,28.5,0,18-Mar,0.027586207,27.35632188,27.35632188,36.05197405,0.212070436
P Kumar,5,12.3,129,4,10.3,32.2,18.8,0,16-Jan,0.031007752,30.74935405,30.74935405,39.44500622,0.232029448
SN Thakur,2,7,49,4,7,12.2,10.5,0,Mar-35,0.081632653,80.95238106,80.95238106,89.64803323,0.527341372
J Botha,6,17.5,144,3,8.1,48,35.7,0,24-Feb,0.020833333,20.65972225,20.65972225,27.18146138,0.159890949
DJ Willey,2,6,51,3,8.5,17,12,0,21-Feb,0.058823529,58.33333341,58.33333341,64.85507254,0.381500427
Harbhajan Singh,5,18,107,3,5.9,35.7,36,0,23-Feb,0.028037383,27.80373835,27.80373835,34.32547749,0.201914573
Shoaib Malik,5,11,82,3,7.5,27.3,22,0,21-Feb,0.036585366,36.28048785,36.28048785,42.80222698,0.251777806
AF Milne,2,8,70,3,8.8,23.3,16,0,27-Feb,0.042857143,42.50000006,42.50000006,49.02173919,0.288363172
MG Neser,4,10.1,75,3,7.4,25,20.3,0,14-Feb,0.04,39.66666672,39.66666672,46.18840585,0.271696505
Saeed Ajmal,4,11.4,116,3,9.9,38.7,23.3,0,29-Jan,0.025862069,25.64655176,25.64655176,32.16829089,0.189225241
AJ Turner,5,7,62,3,8.9,20.7,14,0,8-Jan,0.048387097,47.98387103,47.98387103,54.50561016,0.320621236
RR Emrit,1,4,31,3,7.8,10.3,8,0,31-Mar,0.096774194,95.96774206,95.96774206,102.4894812,0.602879301
CJ Boyce,5,14.1,140,3,9.9,46.7,28.3,0,Feb-29,0.021428571,21.25000003,21.25000003,27.77173916,0.163363172
EP Gulbis,5,10,73,3,7.3,24.3,20,0,8-Jan,0.04109589,40.75342471,40.75342471,47.27516384,0.278089199
AS Rajpoot,1,4,37,3,9.2,12.3,8,0,Mar-37,0.081081081,80.40540551,80.40540551,86.92714464,0.511336145
NJ Rimmington,2,4.5,51,3,10.6,17,9.7,0,Feb-37,0.058823529,58.33333341,58.33333341,64.85507254,0.381500427
S Aravind,4,15,139,3,9.3,46.3,30,0,Feb-29,0.021582734,21.40287773,21.40287773,27.92461686,0.164262452
HH Pandya,5,12,100,3,8.3,33.3,24,0,9-Jan,0.03,29.75000004,29.75000004,36.27173917,0.213363172
Shahid Afridi,9,28,190,2,6.8,95,84,0,2-Jan,0.010526316,10.43859651,10.43859651,14.78642259,0.086978956
TA Boult,4,15.5,156,2,9.9,78,47.5,0,Jan-33,0.012820513,12.71367523,12.71367523,17.06150132,0.100361772
Iftikhar Ahmed,1,2,8,2,4,4,6,0,8-Feb,0.25,247.916667,0,4.347826087,0.025575448
MC Henriques,7,13,116,2,8.9,58,39,0,6-Jan,0.017241379,17.09770117,17.09770117,21.44552726,0.12615016
R Bhatia,3,7,55,2,7.9,27.5,21,0,14-Feb,0.036363636,36.06060611,36.06060611,40.4084322,0.23769666
CA Rose,4,10,82,2,8.2,41,30,0,21-Jan,0.024390244,24.1869919,24.1869919,28.53481799,0.167851871
DJG Sammy,6,10,99,2,9.9,49.5,30,0,11-Jan,0.02020202,20.03367006,20.03367006,24.38149615,0.143420566
JD Unadkat,1,4,25,2,6.2,12.5,12,0,25-Feb,0.08,79.33333344,79.33333344,83.68115953,0.492242115
TM Head,4,8,56,2,7,28,24,0,5-Jan,0.035714286,35.41666671,35.41666671,39.7644928,0.233908781
KC Cariappa,2,7,61,2,8.7,30.5,21,0,23-Jan,0.032786885,32.51366125,32.51366125,36.86148733,0.216832278
Basil Thampi,5,17,151,2,8.9,75.5,51,0,31-Jan,0.013245033,13.13465785,13.13465785,17.48248394,0.102838141
DJ Hooda,2,3,25,2,8.3,12.5,9,0,7-Jan,0.08,79.33333344,79.33333344,83.68115953,0.492242115
JP Faulkner,4,14,103,2,7.4,51.5,42,0,19-Jan,0.019417476,19.25566346,19.25566346,23.60348954,0.138844056
Mohammed Siraj,1,4,39,2,9.8,19.5,12,0,Feb-39,0.051282051,50.85470092,50.85470092,55.20252701,0.324720747
PP Chawla,2,7,69,2,9.9,34.5,21,0,Jan-33,0.028985507,28.74396139,28.74396139,33.09178748,0.194657573
L Bowe,2,7,56,2,8,28,21,0,21-Jan,0.035714286,35.41666671,35.41666671,39.7644928,0.233908781
CJ McKay,4,12,100,2,8.3,50,36,0,10-Jan,0.02,19.83333336,19.83333336,24.18115945,0.142242114
Junaid Khan,2,8,101,2,12.6,50.5,24,0,Jan-49,0.01980198,19.63696372,19.63696372,23.98478981,0.141086999
STR Binny,2,3,24,2,8,12,9,0,10-Jan,0.083333333,82.638889,82.638889,86.98671509,0.511686559
LN O'Connor,4,14,122,2,8.7,61,42,0,25-Jan,0.016393443,16.25683062,16.25683062,20.60465671,0.121203863
S Kaul,2,7.4,58,2,7.6,29,23,0,26-Jan,0.034482759,34.19540234,34.19540234,38.54322843,0.226724873
Iqbal Abdulla,2,5,55,2,11,27.5,15,0,Feb-36,0.036363636,36.06060611,36.06060611,40.4084322,0.23769666
RD Chahar,2,7,58,2,8.3,29,21,0,26-Jan,0.034482759,34.19540234,34.19540234,38.54322843,0.226724873
AC Agar,6,21,144,2,6.9,72,63,0,22-Jan,0.013888889,13.77314817,13.77314817,18.12097425,0.106593966
JK Reed,2,5,67,2,13.4,33.5,15,0,Feb-54,0.029850746,29.60199009,29.60199009,33.94981618,0.199704801
S Milenko,1,4,50,2,12.5,25,12,0,Feb-50,0.04,39.66666672,39.66666672,44.01449281,0.258908781
A Choudhary,1,4,55,1,13.8,55,24,0,Jan-55,0.018181818,18.03030305,18.03030305,20.2042161,0.11884833
CS Delport,1,1.5,18,1,9.8,18,11,0,18-Jan,0.055555556,55.09259267,55.09259267,57.26650571,0.336861798
RR Rossouw,1,1,8,1,8,8,6,0,8-Jan,0.125,123.9583335,0,2.173913043,0.012787724
JM Bird,5,16,161,1,10.1,161,96,0,Jan-39,0.00621118,6.159420298,6.159420298,8.333333342,0.049019608
Umar Gul,1,4,34,1,8.5,34,24,0,Jan-34,0.029411765,29.16666671,29.16666671,31.34057975,0.184356351
JA Burns,2,3,27,1,9,27,18,0,17-Jan,0.037037037,36.72839511,36.72839511,38.90230815,0.228837107
Fakhar Zaman,2,2,5,1,2.5,5,12,0,3-Jan,0.2,198.3333336,0,2.173913043,0.012787724
Imran Khalid,3,5,54,1,10.8,54,30,0,10-Jan,0.018518519,18.36419756,18.36419756,20.5381106,0.120812415
JS Lehmann,1,1,5,1,5,5,6,0,5-Jan,0.2,198.3333336,0,2.173913043,0.012787724
TL Lawford,2,6,63,1,10.5,63,36,0,16-Jan,0.015873016,15.74074076,15.74074076,17.91465381,0.105380317
Bipul Sharma,3,7,48,1,6.9,48,42,0,4-Jan,0.020833333,20.65972225,20.65972225,22.83363529,0.134315502
CP Tremain,3,10,108,1,10.8,108,60,0,30-Jan,0.009259259,9.182098778,9.182098778,11.35601182,0.06680007
DL Chahar,2,5,56,1,11.2,56,30,0,Jan-35,0.017857143,17.70833336,17.70833336,19.8822464,0.116954391
HP Kingston,1,3,32,1,10.7,32,18,0,Jan-32,0.03125,30.98958337,30.98958337,33.16349642,0.195079391
M Labuschagne,3,4,54,1,13.5,54,24,0,25-Jan,0.018518519,18.36419756,18.36419756,20.5381106,0.120812415
Mohammad Nabi,1,4,28,1,7,28,24,0,28-Jan,0.035714286,35.41666671,35.41666671,37.59057976,0.221121057
Amad Butt,3,5,49,1,9.8,49,30,0,9-Jan,0.020408163,20.23809527,20.23809527,22.41200831,0.131835343
MM Patel,1,4,35,1,8.8,35,24,0,Jan-35,0.028571429,28.33333337,28.33333337,30.50724641,0.179454391
T Natarajan,2,4,39,1,9.8,39,24,0,26-Jan,0.025641026,25.42735046,25.42735046,27.6012635,0.162360374
AC Voges,1,2,14,1,7,14,12,0,14-Jan,0.071428571,70.83333343,70.83333343,73.00724647,0.429454391
DS Kulkarni,4,10.5,119,1,11,119,65,0,Jan-37,0.008403361,8.333333344,8.333333344,10.50724639,0.061807332
BR Dunk,1,2,20,1,10,20,12,0,20-Jan,0.05,49.5833334,49.5833334,51.75724644,0.304454391
C de Grandhomme,2,3,27,1,9,27,18,0,15-Jan,0.037037037,36.72839511,36.72839511,38.90230815,0.228837107
DJ Worrall,1,4,40,1,10,40,24,0,Jan-40,0.025,24.7916667,24.7916667,26.96557974,0.158621057
SK Raina,3,5,44,1,8.8,44,30,0,11-Jan,0.022727273,22.53787882,22.53787882,24.71179186,0.145363482
TG Southee,2,6,57,1,9.5,57,36,0,Jan-34,0.01754386,17.39766084,17.39766084,19.57157389,0.115126905
YK Pathan,2,2,17,1,8.5,17,12,0,2-Jan,0.058823529,58.33333341,58.33333341,60.50724645,0.355924979
Bilawal Bhatti,5,15.1,100,1,6.6,100,91,0,Jan-34,0.01,9.91666668,9.91666668,12.09057972,0.071121057
Imran Khan (1),1,4,42,1,10.5,42,24,0,Jan-42,0.023809524,23.61111114,23.61111114,25.78502419,0.151676613
Mir Hamza,1,4,48,1,12,48,24,0,Jan-48,0.020833333,20.65972225,20.65972225,22.83363529,0.134315502
MR Marsh,2,5,57,1,11.4,57,30,0,25-Jan,0.01754386,17.39766084,17.39766084,19.57157389,0.115126905
RA Jadeja,4,16,162,1,10.1,162,96,0,Jan-40,0.00617284,6.121399185,6.121399185,8.295312229,0.048795954
AB Dinda,3,10,119,1,11.9,119,60,0,26-Jan,0.008403361,8.333333344,8.333333344,10.50724639,0.061807332
CAH Stevenson,1,2,21,1,10.5,21,12,0,21-Jan,0.047619048,47.22222229,47.22222229,49.39613533,0.290565502
DJM Short,3,4,46,1,11.5,46,24,0,18-Jan,0.02173913,21.55797104,21.55797104,23.73188409,0.139599318
Yuvraj Singh,1,1,6,1,6,6,6,0,6-Jan,0.166666667,165.277778,0,2.173913043,0.012787724
Swapnil Singh,2,4,36,1,9,36,24,0,14-Jan,0.027777778,27.54629633,27.54629633,29.72020938,0.174824761
CJ Anderson,2,4,33,1,8.2,33,24,0,23-Jan,0.03030303,30.05050509,30.05050509,32.22441813,0.189555401
DR Smith,5,7,76,1,10.9,76,42,0,10-Jan,0.013157895,13.04824563,13.04824563,15.22215867,0.08954211
HTRY Thornton,1,4,40,1,10,40,24,0,Jan-40,0.025,24.7916667,24.7916667,26.96557974,0.158621057
Ankit Sharma,1,1,16,0,16,-,-,0,0/16,0,0,0,0,0
BJ Webster,2,6,48,0,8,-,-,0,0/20,0,0,0,0,0
GJ Maxwell,4,4,50,0,12.5,-,-,0,0/7,0,0,0,0,0
MW Short,1,1,6,0,6,-,-,0,0/6,0,0,0,0,0
WER Somerville,1,4,35,0,8.8,-,-,0,0/35,0,0,0,0,0
AD Mathews,2,5,56,0,11.2,-,-,0,0/15,0,0,0,0,0
BB McCullum,1,1,13,0,13,-,-,0,0/13,0,0,0,0,0
CJ Gannon,1,2,26,0,13,-,-,0,0/26,0,0,0,0,0
Mohammed Shami,1,3,28,0,9.3,-,-,0,0/28,0,0,0,0,0
NJ Maddinson,1,1,9,0,9,-,-,0,0/9,0,0,0,0,0
Tejas Baroka,1,3.3,33,0,9.4,-,-,0,0/33,0,0,0,0,0
LH Ferguson,1,4,44,0,11,-,-,0,0/44,0,0,0,0,0
MS Gony,1,2,32,0,16,-,-,0,0/32,0,0,0,0,0
SB Jakati,2,5,52,0,10.4,-,-,0,0/22,0,0,0,0,0
SW Tait,1,2,32,0,16,-,-,0,0/32,0,0,0,0,0
Abrar Ahmed,2,6,41,0,6.8,-,-,0,0/19,0,0,0,0,0
S Kaushik,3,11,105,0,9.5,-,-,0,0/29,0,0,0,0,0
BJ Hodge,1,1,8,0,8,-,-,0,0/8,0,0,0,0,0
Ghulam Mudassar,1,2,23,0,11.5,-,-,0,0/23,0,0,0,0,0
Mustafizur Rahman,1,2.4,34,0,12.8,-,-,0,0/34,0,0,0,0,0
I Sharma,3,10,102,0,10.2,-,-,0,0/21,0,0,0,0,0
GS Sandhu,1,3,37,0,12.3,-,-,0,0/37,0,0,0,0,0
J Yadav,1,2,16,0,8,-,-,0,0/16,0,0,0,0,0
KR Smith,1,1,7,0,7,-,-,0,0/7,0,0,0,0,0
RS Bopara,3,9,90,0,10,-,-,0,0/19,0,0,0,0,0
TD Andrews,1,3,23,0,7.7,-,-,0,0/23,0,0,0,0,0
XJ Doherty,1,3,30,0,10,-,-,0,0/30,0,0,0,0,0
AD Russell,2,5,48,0,9.6,-,-,0,0/10,0,0,0,0,0
BB Sran,1,2,29,0,14.5,-,-,0,0/29,0,0,0,0,0
Saad Nasim,1,1,9,0,9,-,-,0,0/9,0,0,0,0,0
AJ Nair,2,3,23,0,7.7,-,-,0,0/7,0,0,0,0,0
SL Rainbird,1,3,37,0,12.3,-,-,0,0/37,0,0,0,0,0
Kashif Bhatti,1,2,24,0,12,-,-,0,0/24,0,0,0,0,0
WA Agar,2,5,69,0,13.8,-,-,0,0/33,0,0,0,0,0
Zohaib Khan,1,1,13,0,13,-,-,0,0/13,0,0,0,0,0